Building,Complete Target,Completion Status,Country,County,Description,Months,Operational Unit,Post,Raised Date,Region,Short Description,WO Complete,WO Number,WO Status,Work Type,2022,2023,Amount or Number,p.Choose Year
London House,4/3/2022 23:59,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Feb,Probation,PO30,20/02/2022 22:04:00,South,Residential Assistant,21/02/2022 10:03:00,GEMF:9807,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,4/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,20/02/2022 22:23:00,West,Residential Assistant,21/02/2022 10:11:00,GEMF:9808,WRKCOM,COMPLAINT,451,480.315,451,451
Tumulus of Bougon,7/3/2022 9:46,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Feb,Probation,CH25,21/02/2022 09:46:00,West,Clinical Waste,4/3/2022 8:42,GEMF:9809,WRKCOM,COMPLAINT,451,480.315,451,451
Colosseum,7/3/2022 12:06,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Feb,Probation,CV23,21/02/2022 12:06:00,East,Residential Assistant,21/02/2022 12:14:00,GEMF:9810,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,7/3/2022 14:15,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,21/02/2022 14:15:00,West,Residential Assistant,21/02/2022 17:05:00,GEMF:9811,WRKCOM,COMPLAINT,451,480.315,451,451
Oxford Street Palace,7/3/2022 16:39,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Feb,Probation,BR1,21/02/2022 16:39:00,Central,Residential Assistant,7/3/2022 8:00,GEMF:9812,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,7/3/2022 16:50,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,21/02/2022 16:50:00,West,Residential Assistant,21/02/2022 17:24:00,GEMF:9813,WRKCOM,COMPLAINT,451,480.315,451,451
London House,7/3/2022 21:30,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Feb,Probation,PO30,21/02/2022 21:30:00,South,Residential Assistant,4/3/2022 7:54,GEMF:9814,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,8/3/2022 10:45,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,22/02/2022 10:45:00,South,Residential Assistant,7/3/2022 7:58,GEMF:9816,WRKCOM,COMPLAINT,451,480.315,451,451
London House,8/3/2022 10:46,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Feb,Probation,PO30,22/02/2022 10:46:00,South,Residential Assistant,7/3/2022 7:57,GEMF:9817,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 11:21,Opened,United Kingdom,Shropshire,Call to supplier received,22-Feb,Probation,CW3,22/02/2022 11:21:00,West,Clinical Waste,,GEMF:9819,CALLMADESUP,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 11:21,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 11:21:00,West,Residential Assistant,22/02/2022 11:35:00,GEMF:9818,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:40,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:40:00,West,Residential Assistant,22/02/2022 13:33:00,GEMF:9820,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:40,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:40:00,West,Residential Assistant,22/02/2022 13:31:00,GEMF:9821,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:41,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:41:00,West,Residential Assistant,22/02/2022 12:58:00,GEMF:9823,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:41,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:41:00,West,Residential Assistant,22/02/2022 12:58:00,GEMF:9822,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:42,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:42:00,West,Residential Assistant,22/02/2022 12:58:00,GEMF:9824,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 12:42,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 12:42:00,West,Residential Assistant,22/02/2022 12:58:00,GEMF:9825,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:24,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:24:00,South,Residential Assistant,22/02/2022 13:44:00,GEMF:9826,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:25,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:25:00,South,Residential Assistant,22/02/2022 13:44:00,GEMF:9828,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:25,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:25:00,South,Residential Assistant,22/02/2022 13:44:00,GEMF:9827,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:26,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:26:00,South,Residential Assistant,22/02/2022 13:49:00,GEMF:9830,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:26,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:26:00,South,Residential Assistant,22/02/2022 13:44:00,GEMF:9829,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:27,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:27:00,South,Residential Assistant,22/02/2022 13:43:00,GEMF:9831,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:28,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:28:00,South,Residential Assistant,22/02/2022 13:49:00,GEMF:9832,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:28,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:28:00,South,Residential Assistant,22/02/2022 13:45:00,GEMF:9833,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:29,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:29:00,South,Residential Assistant,22/02/2022 13:48:00,GEMF:9834,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:29,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:29:00,South,Residential Assistant,22/02/2022 13:49:00,GEMF:9835,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:30,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:30:00,South,Residential Assistant,22/02/2022 13:50:00,GEMF:9836,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:31,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:31:00,South,Residential Assistant,22/02/2022 13:49:00,GEMF:9837,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,8/3/2022 13:31,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,22/02/2022 13:31:00,South,Residential Assistant,22/02/2022 13:53:00,GEMF:9838,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,8/3/2022 16:35,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 16:35:00,West,Residential Assistant,23/02/2022 10:40:27,GEMF:9839,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,8/3/2022 19:53,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,22/02/2022 19:53:55,West,Residential Assistant,23/02/2022 06:31:00,GEMF:9840,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,8/3/2022 20:44,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,22/02/2022 20:44:00,South,Residential Assistant,23/02/2022 06:27:00,GEMF:9841,WRKCOM,COMPLAINT,451,480.315,451,451
Oxford Street Palace,9/3/2022 10:53,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Feb,Probation,BR1,23/02/2022 10:53:00,Central,Residential Assistant,23/02/2022 10:55:00,GEMF:9842,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,9/3/2022 14:48,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,23/02/2022 14:48:00,West,Residential Assistant,23/02/2022 15:49:00,GEMF:9843,WRKCOM,COMPLAINT,451,480.315,451,451
Colosseum,9/3/2022 15:23,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Feb,Probation,CV23,23/02/2022 15:23:00,East,Residential Assistant,23/02/2022 15:41:00,GEMF:9845,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,10/3/2022 4:22,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,24/02/2022 04:22:00,South,Residential Assistant,24/02/2022 06:33:00,GEMF:9846,WRKCOM,COMPLAINT,451,480.315,451,451
Ramesseum,10/3/2022 14:36,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Feb,Probation,GL1,24/02/2022 14:36:00,West,Clinical Waste,11/3/2022 8:00,GEMF:9847,WRKCOM,COMPLAINT,451,480.315,451,451
Rambo Heights,10/3/2022 15:21,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Feb,Probation,BA3,24/02/2022 15:21:49,West,Residential Assistant,24/02/2022 15:31:00,GEMF:9848,WRKCOM,COMPLAINT,451,480.315,451,451
The Shard,10/3/2022 16:49,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Feb,DoE,EX22,24/02/2022 16:49:10,West,Residential Assistant,25/02/2022 08:48:00,GEMF:9849,WRKCOM,COMPLAINT,451,480.315,451,451
Dolmen de Viera,10/3/2022 19:18,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Feb,DLUHC,GL7,24/02/2022 19:18:09,East,Residential Assistant,25/02/2022 06:25:00,GEMF:9850,WRKCOM,COMPLAINT,451,480.315,451,451
Dolmen de Viera,10/3/2022 19:20,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Feb,DLUHC,GL7,24/02/2022 19:20:15,East,Residential Assistant,25/02/2022 06:26:00,GEMF:9851,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,10/3/2022 22:24,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,24/02/2022 22:24:00,South,Residential Assistant,25/02/2022 06:46:00,GEMF:9852,WRKCOM,COMPLAINT,451,480.315,451,451
London House,10/3/2022 22:45,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Feb,Probation,PO30,24/02/2022 22:45:00,South,Residential Assistant,25/02/2022 06:56:00,GEMF:9853,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,11/3/2022 23:01,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,25/02/2022 23:01:00,South,Residential Assistant,10/3/2022 7:43,GEMF:9854,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,26/02/2022 17:13:00,West,Residential Assistant,28/02/2022 08:28:00,GEMF:9855,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,26/02/2022 17:14:00,West,Residential Assistant,28/02/2022 08:29:00,GEMF:9856,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,26/02/2022 17:15:00,West,Residential Assistant,28/02/2022 10:25:20,GEMF:9857,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 09:04:00,West,Residential Assistant,28/02/2022 08:34:00,GEMF:9858,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 09:07:00,West,Residential Assistant,28/02/2022 00:00:00,GEMF:9859,WRKCOM,COMPLAINT,451,480.315,451,451
Caral,11/3/2022 23:59,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-Feb,Probation,DE4,27/02/2022 12:52:00,West,Residential Assistant,28/02/2022 08:37:00,GEMF:9861,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 15:02:00,West,Residential Assistant,28/02/2022 08:39:00,GEMF:9862,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 15:03:00,West,Residential Assistant,28/02/2022 08:40:00,GEMF:9863,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 15:04:00,West,Residential Assistant,28/02/2022 08:48:00,GEMF:9864,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,11/3/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,27/02/2022 15:05:00,West,Residential Assistant,28/02/2022 08:43:00,GEMF:9865,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,11/3/2022 23:59,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,27/02/2022 17:26:00,South,Residential Assistant,28/02/2022 08:46:00,GEMF:9866,WRKCOM,COMPLAINT,451,480.315,451,451
Oxford Street Palace,11/3/2022 23:59,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Feb,Probation,BR1,27/02/2022 18:28:00,Central,Residential Assistant,28/02/2022 08:47:00,GEMF:9867,WRKCOM,COMPLAINT,451,480.315,451,451
Pyramid of Merenre,11/3/2022 23:59,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Feb,Probation,CB1,27/02/2022 18:57:00,East,Residential Assistant,28/02/2022 09:02:00,GEMF:9868,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,11/3/2022 23:59,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,27/02/2022 23:55:00,South,Residential Assistant,28/02/2022 08:52:00,GEMF:9869,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,14/03/2022 00:01:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Feb,Probation,CR3,28/02/2022 00:01:00,South,Residential Assistant,28/02/2022 11:55:00,GEMF:9870,WRKCOM,COMPLAINT,451,480.315,451,451
Tumulus of Bougon,14/03/2022 10:44:00,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Feb,Probation,CH25,28/02/2022 10:44:00,West,Lock up/open up,28/02/2022 14:48:00,GEMF:9871,WRKCOM,COMPLAINT,451,480.315,451,451
Temple of Cyrene,14/03/2022 12:12:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,28/02/2022 12:12:00,South,Residential Assistant,28/02/2022 12:16:00,GEMF:9872,WRKCOM,COMPLAINT,451,480.315,451,451
Capetown Heights,14/03/2022 12:43:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Feb,Probation,CV23,28/02/2022 12:43:40,East,Residential Assistant,11/3/2022 7:30,GEMF:9873,WRKCOM,COMPLAINT,451,480.315,451,451
Karnak,14/03/2022 13:08:00,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Feb,Probation,BR6,28/02/2022 13:08:42,East,Residential Assistant,28/02/2022 14:34:00,GEMF:9874,WRKCOM,COMPLAINT,451,480.315,451,451
Porta Nigra,14/03/2022 14:18:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Feb,Home Office,CB1,28/02/2022 14:18:00,East,Residential Assistant,1/3/2022 12:43,GEMF:1053,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,14/03/2022 20:23:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,28/02/2022 20:23:00,West,Residential Assistant,11/3/2022 7:28,GEMF:9875,WRKCOM,COMPLAINT,451,480.315,451,451
Hattusa,14/03/2022 20:25:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Feb,Probation,CW3,28/02/2022 20:25:00,West,Residential Assistant,28/02/2022 23:47:00,GEMF:9876,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,14/03/2022 21:27:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Feb,Probation,BN1,28/02/2022 21:27:00,South,Residential Assistant,8/3/2022 14:30,GEMF:9877,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,15/03/2022 07:46:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Mar,Probation,BN1,1/3/2022 7:46,South,Residential Assistant,1/3/2022 8:08,GEMF:9879,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,15/03/2022 07:48:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Mar,Probation,BN1,1/3/2022 7:48,South,Residential Assistant,1/3/2022 8:10,GEMF:9880,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,15/03/2022 08:24:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Mar,Probation,BN1,1/3/2022 8:24,South,Residential Assistant,1/3/2022 8:32,GEMF:9881,WRKCOM,COMPLAINT,451,480.315,451,451
Newton Place,15/03/2022 08:32:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Mar,Probation,BN1,1/3/2022 8:32,South,Residential Assistant,1/3/2022 8:39,GEMF:9882,WRKCOM,COMPLAINT,451,480.315,451,451
Rambo Heights,15/03/2022 10:22:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Mar,Probation,BA3,1/3/2022 10:22,West,Residential Assistant,1/3/2022 10:45,GEMF:9883,WRKCOM,COMPLAINT,451,480.315,451,451
Rambo Heights,15/03/2022 10:22:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Mar,Probation,BA3,1/3/2022 10:22,West,Residential Assistant,1/3/2022 10:46,GEMF:9884,WRKCOM,COMPLAINT,451,480.315,451,451
Rambo Heights,15/03/2022 10:22:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Mar,Probation,BA3,1/3/2022 10:22,West,Residential Assistant,1/3/2022 10:40,GEMF:9885,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,15/03/2022 12:51:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Mar,Probation,CW3,1/3/2022 12:51,West,Residential Assistant,1/3/2022 14:25,GEMF:9886,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,15/03/2022 13:39:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Mar,Probation,CR3,1/3/2022 13:39,South,Residential Assistant,1/3/2022 14:45,GEMF:9887,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,15/03/2022 13:39:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Mar,Probation,CR3,1/3/2022 13:39,South,Residential Assistant,1/3/2022 13:57,GEMF:9888,WRKCOM,COMPLAINT,451,480.315,451,451
New Cut House,15/03/2022 13:42:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Mar,Probation,CR3,1/3/2022 13:42,South,Residential Assistant,1/3/2022 13:58,GEMF:9889,WRKCOM,COMPLAINT,451,480.315,451,451
Tumulus of Bougon,15/03/2022 14:45:00,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Mar,Probation,CH25,1/3/2022 14:45,West,Lock up/open up,14/03/2022 07:32:32,GEMF:9890,WRKCOM,COMPLAINT,451,480.315,451,451
Massive Heights,15/03/2022 14:49:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Mar,Probation,CW3,1/3/2022 14:49,West,Residential Assistant,14/03/2022 07:31:44,GEMF:9891,WRKCOM,COMPLAINT,451,480.315,451,451
London House,15/03/2022 21:10:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Mar,Probation,PO30,1/3/2022 21:10,South,Residential Assistant,2/3/2022 8:27,GEMF:9892,WRKCOM,COMPLAINT,451,480.315,451,451
